Vehicle_ID,Speed,Direction,Latitude,Longitude,Signal_Strength,Data_Offload,Server_Load,Energy_Consumption
677,107.23955178463153,175.64122909510294,-20.91563452444238,103.0653980638912,-77.294708545184,2.7531566960700693,90.34475144282844,11.475267778893272
2,115.23630561475589,86.99574228946031,-42.71147219709154,121.86942707425067,-95.23984291705293,176.21027034076747,91.79137821719078,36.68405813386364
667,85.53625453197319,141.8564925307398,72.33613893328294,44.56227955004748,-111.84059445147635,400.4061131989754,85.74867004280534,11.24693642573929
906,114.31071533696007,186.05282322237656,-0.7755077400372157,177.21144084446132,-53.345593669448895,216.97912863852275,59.115249680857595,41.879152333126136
361,78.83527844223163,85.29085739797989,26.764981308009986,-140.3050860423423,-52.77129672389174,163.24770562362002,64.85815632670702,0.6429882150075727
224,77.64685143446107,270.098910866244,-62.17452067532272,3.363717398673156,-50.19535881243975,263.31897759725314,35.69459747590569,49.02295041291478
771,64.24742108296647,206.55804295956403,22.93107553455046,76.2138556106945,-55.445478663632855,410.6428376308051,40.51494164485672,8.084447342047724
687,31.777659527765813,272.8327513672825,-8.141800856086522,138.0078043642335,-66.32716791261983,230.68772337737332,33.21864768789522,43.35615011817724
36,17.777649969255812,326.0823983545662,-26.292895512453153,68.23847700141388,-94.13738782906375,25.09767195560608,96.35263406842286,10.593219204820281
216,93.28307788395793,276.82453440417106,47.73431975259011,44.2970219152596,-64.53678126656878,213.41776204934197,15.886109041521369,5.135929402669348
161,98.5249098267175,235.88651750337317,-43.3506505852903,44.82593234988934,-51.939139802828855,27.397601034581555,23.795976604458303,28.935779076712997
255,117.28029448451873,277.7876235655175,66.13378630964516,-115.54642451358269,-60.70945188338802,462.62238414265283,55.980386393891834,12.252933997545679
951,62.12977082858048,127.4301173940999,81.22687845326003,-133.90750779934993,-57.62252239938554,337.63391180342944,90.2808938835132,23.640489310026563
349,47.886692529091796,292.972805466776,61.71082651023727,-135.73642574444796,-101.88657150450686,122.17803203523798,7.14792828362345,40.52131668441969
347,38.20662516329622,306.8924050535796,-28.41840019612336,53.69384039366046,-50.57448363008802,31.1857405872627,51.96959018470051,10.21718738127722
883,48.86695146528206,14.611041490209026,-9.416348568963128,102.71437018595981,-56.21240041283463,467.7029602762179,33.79454503763104,13.818069083782486
553,72.08630834806124,324.5115436749245,80.96629915111761,-80.11570654407383,-57.72026254505188,20.231414240821977,22.179451460781884,24.0743224703112
543,6.094436100966201,214.5847443807039,-61.38852670949616,15.94607667173559,-116.3903096848797,441.12473954897405,78.96704537483016,49.31927880817369
265,51.82919587662311,25.973734370630996,64.77868815346403,-0.7297773918339256,-69.97074847212357,191.43550521115876,29.566145045038994,38.12886287065252
746,58.810804840741504,19.53797183473538,-52.45173446667461,129.34114892947576,-50.57302977484173,398.21565281877554,6.023233115932691,33.109437853800536
497,67.06173678406203,333.67929678978066,70.32929403918617,27.596550956650596,-89.36910347130673,311.8535870179391,21.20025805882846,9.104288312203106
995,116.01414153296592,214.82708188196298,58.34436960421225,6.942226253043695,-68.35643995867973,469.41209278744805,60.758573451982336,38.89131558635061
112,82.85158673879747,110.73266309168545,36.631942112035055,127.96462064568507,-86.04375105363573,140.13311549458152,31.625186328863798,47.48909561053335
622,112.3120880955307,191.80719256143672,65.31142980668993,-135.37125602445482,-64.38657088596565,185.47806862660488,92.6249903670468,8.645888140096398
547,83.05742459462783,55.749841238854415,-82.5707067773814,-173.04801863213177,-52.232916539891605,209.02882219314873,7.285378420801436,35.138458699477596
347,39.07374269255409,303.3140640756833,-72.8845941370652,-103.87506950742167,-71.88337533268529,459.5756512488359,9.164174136033221,23.16268460292387
855,62.240628666714656,27.841476788544945,33.34672344162582,-76.5667576485577,-66.09578261739244,419.93495642255095,97.37146281971111,34.113239328037984
164,112.6599904863789,179.58318979018426,89.66300499951339,151.30577142195838,-65.75126908759833,247.60427654898533,0.28302338433512375,5.61667959768587
751,18.39914740916027,177.03495261530446,49.9586760416827,-169.83481768503088,-73.64224500045816,323.5732364909657,80.86079440014252,8.274260927232808
819,98.16774501022932,82.58737761048543,-28.779845608338917,127.06273151698721,-72.82697407103521,197.7219826446252,91.49129481807321,27.833130031830322
789,106.85377910326226,19.056328038310056,5.032002271301399,119.85497884581898,-71.28395364400173,141.45635334280675,96.34695448821776,5.09494073124443
666,58.14387218082725,148.98975185238442,21.096377644190454,92.90895327364532,-85.28428282988348,491.1580408388988,97.88344799938538,2.1224091952440958
218,117.45329197575253,283.90930911222586,-67.7902597793859,-172.73082959201807,-78.18560834012919,324.52008717434103,40.843350943882264,43.82874809144767
393,98.99277141348935,100.03920603943021,-60.25378095407953,87.62933897152135,-70.4256168708167,241.51112126496727,51.04083215956104,48.50472077187694
687,43.92565520421907,344.3621895503701,49.41564548796105,10.277280184152339,-108.4513831342421,348.15193513168487,72.57571185965988,18.840510729333186
343,15.133115823522193,301.6404257252131,35.15395968203574,-172.29487348311875,-66.31654682357272,107.5149895757373,75.7945116220334,44.9051246871675
68,108.02177994351212,8.870538735534858,-12.06852358912516,-31.114674383627058,-117.53413081276466,234.08052967632125,86.97707000712116,26.428348619244534
561,99.65346296718857,349.5283027326378,64.90652942917696,6.5543236820743545,-80.7500171019509,355.83767229796007,26.4064740782603,11.988927224159102
503,4.344017639414357,267.45427831957994,52.068898087049426,-107.4930286651176,-75.34562914517069,373.87222495255924,8.683564857781167,12.505673735065741
946,91.06659891433792,210.76381810390555,-83.19334628675368,173.96726325559382,-76.98721326468093,329.19286279149554,75.80735088434221,34.261494042394716
154,36.98746893270124,6.324457873101776,62.396839002517595,38.26547086159803,-106.85031679265643,128.3173077948449,38.60801386294996,2.619102857402611
165,29.547844216321188,336.1976460864481,78.79233559088196,22.543346953631346,-82.46468967530953,433.03091542881873,82.23872526189739,42.99659142471435
527,119.7526424872322,16.470880067804337,-33.307823014973664,160.2991587596848,-114.15904261274852,159.1284233893562,16.831015896696723,34.54276507391089
694,32.49761811551087,92.43291027763694,-82.756399612516,-161.21656538755798,-115.81658147501969,105.90362206163483,61.94161851534308,38.37288171362996
408,72.97796775675175,283.37299117952966,52.03805210726381,103.11410984575092,-75.85443480328989,243.80045847341825,92.63759582532627,9.299816357123596
55,11.8891170947647,269.24650390726094,-29.809389396166353,-106.6378911634199,-51.56804049914339,337.56268382614155,47.22078548445232,2.347846874407322
821,118.86014429641801,304.81755481730664,11.819833744479066,132.5865657656945,-77.8645252618963,458.1394182166988,36.122492267508775,46.42828256664089
444,95.33133577784696,325.73182415067936,9.873934467734784,52.30062676446031,-61.38165914363438,222.59502859273528,85.94396924171518,0.6536455660090645
143,103.27084774131396,289.45706993166124,60.489508234714904,-171.7916774692152,-73.72605519215925,141.73286787203742,27.65034532632039,28.09577515430418
202,53.08636271646393,139.89594757605448,-42.076209151899626,65.82216274236738,-52.8541959211656,211.5005312113913,72.58013476194874,39.167846380106894
113,83.86476097060189,66.85732092512002,-84.46644921641052,-116.02127728679973,-116.08299671218474,6.4937517137592105,8.003084593321352,6.647922166478204
69,118.32889227788807,279.1157875868514,79.15550065592072,132.50768051918843,-75.94828101449515,65.30902896166928,45.78421553646012,8.475671552446007
317,2.2686790103736643,183.14563535948943,17.495565031334067,-30.21423305890423,-96.91022577901914,353.1530721813931,6.798121806898716,0.022976782790734562
899,89.67318693163911,182.59577843186213,33.78645186590203,-151.67748239696635,-60.04896982997754,231.30371815994855,12.913562788932985,45.98041582863262
408,86.82873561192885,351.13834758130304,28.326654309758492,68.15876798145342,-63.82486003645093,118.43729928577918,74.33882830868167,44.50957260224218
161,69.2498880625318,264.1136447326873,11.299011450657163,-10.623097896408789,-114.32331691167586,375.8036455773825,11.44372230935824,48.60961480861199
497,58.69484052276156,69.33444342665302,50.022391280437894,-35.61836457434856,-63.1663099638637,297.2775717136698,89.76421547706987,30.794730212635578
952,30.81118662195466,236.8565414376572,-39.111565942998816,-78.7461913878527,-83.45802593015806,357.8326626915894,31.159188053827148,41.016097723019506
695,90.1614640561535,356.57458281691993,-23.153887246797215,136.11228074471953,-53.41037187309827,337.75329430952985,75.08684577200113,41.962222060762755
546,62.03981467379796,7.289161753161375,58.74531400653697,-171.26224605073753,-112.22119462112337,468.1595866624191,90.66059977565976,27.701333566408003
251,40.094711394027584,182.71371471693038,27.223143322372398,-114.3937291266334,-67.83224754503071,12.356210856128037,12.60130376866233,3.0607629063665764
809,63.614798968805104,224.63575732650077,-22.01170857847235,-148.92690082536788,-75.61284000786247,462.0811023513012,29.97123316275151,14.585052421147632
